secc,segm,pesoano,porcentaje_casas,porcentaje_pared_ladrillo,porcentaje_techo_hormigon,porcentaje_piso_con_terminacion,cant_habitaciones_prom,porcentaje_cocina_electrica,tiene_calefon_prom,cant_televisores_prom,ingresos_hogar_prom,cant_ac_prom,porcentaje_calefaccio_electrica
6.0,103.0,606.0,0.0,1.0,1.0,1.0,3.6155115511551155,0.11,0.966996699669967,0.8762376237623762,94974.9812981298,1.028052805280528,0.53
6.0,104.0,238.0,0.14705882352941177,1.0,1.0,1.0,2.9705882352941178,0.12,1.0,0.5714285714285714,81546.88935574229,1.138655462184874,0.33
6.0,201.0,740.0,0.21621621621621623,1.0,1.0,1.0,3.42027027027027,0.04,0.9054054054054054,0.7189189189189189,73142.93693693692,0.6310810810810811,0.29
6.0,202.0,797.0,0.4755332496863237,0.9560853199498118,0.8670012547051443,0.9560853199498118,3.5018820577164367,0.06,0.9360100376411543,0.6298619824341279,58684.48159765789,0.44040150564617314,0.32
6.0,203.0,457.0,0.0,1.0,1.0,1.0,3.516411378555799,0.25,1.0,0.8030634573304157,124826.05069292488,1.113785557986871,0.45
6.0,204.0,573.0,0.06282722513089005,1.0,1.0,1.0,3.6457242582897034,0.0,1.0,0.8848167539267016,80977.86212914485,0.568935427574171,0.39
6.0,304.0,418.0,0.0,1.0,1.0,1.0,2.8851674641148324,0.21,1.0,0.861244019138756,92868.90350877192,1.0167464114832536,0.47
7.0,1.0,683.0,0.5944363103953147,1.0,1.0,1.0,3.060029282576867,0.05,0.8975109809663251,0.541727672035139,76647.93411420206,0.38945827232796487,0.2
7.0,9.0,1187.0,0.35636057287278855,1.0,0.95787700084246,1.0,3.134793597304128,0.07,1.0,0.8416175231676495,86865.1460263971,0.8163437236731256,0.38
7.0,10.0,595.0,0.2218487394957983,1.0,1.0,1.0,3.2756302521008402,0.06,0.957983193277311,0.6756302521008404,78899.1949579832,0.7411764705882353,0.44
7.0,102.0,235.0,0.4425531914893617,1.0,1.0,1.0,2.353191489361702,0.14,1.0,0.4553191489361702,54116.69219858156,0.5659574468085107,0.14
7.0,103.0,753.0,0.035856573705179286,1.0,1.0,1.0,3.1221779548472774,0.12,0.9575033200531209,0.7848605577689243,96382.1226206286,0.5856573705179283,0.58
7.0,104.0,689.0,0.14658925979680695,1.0,1.0,1.0,3.5268505079825836,0.03,0.9071117561683599,0.5761973875181422,80553.97435897434,0.5660377358490566,0.32
7.0,105.0,554.0,0.052346570397111915,1.0,1.0,1.0,2.375451263537906,0.27,0.9620938628158845,0.7364620938628159,70878.74157641396,0.5541516245487365,0.25
7.0,106.0,435.0,0.08045977011494253,1.0,1.0,1.0,2.5494252873563217,0.0,1.0,0.6919540229885057,64639.56475095785,0.3103448275862069,0.35
7.0,107.0,635.0,0.38110236220472443,1.0,0.9401574803149606,1.0,2.647244094488189,0.02,0.9496062992125984,0.9023622047244094,62017.85354330709,0.5622047244094488,0.32
7.0,202.0,84.0,0.6785714285714286,1.0,1.0,1.0,1.619047619047619,0.0,1.0,0.2976190476190476,40899.57936507937,0.0,0.0
7.0,203.0,686.0,0.14868804664723032,1.0,1.0,1.0,2.772594752186589,0.06,1.0,0.8206997084548106,54111.13265306123,0.2303206997084548,0.37
7.0,204.0,227.0,0.2026431718061674,1.0,1.0,1.0,3.7709251101321586,0.1,1.0,0.5947136563876652,53368.76651982379,0.16740088105726872,0.51
7.0,205.0,444.0,0.22522522522522523,1.0,1.0,1.0,2.936936936936937,0.08,1.0,0.7635135135135135,70117.95345345345,0.5157657657657657,0.53
7.0,206.0,778.0,0.10411311053984576,1.0,1.0,1.0,3.0848329048843186,0.1,0.9550128534704371,1.0,86601.66666666666,0.25578406169665807,0.35
7.0,207.0,271.0,0.8819188191881919,1.0,1.0,1.0,3.265682656826568,0.08,1.0,0.6568265682656826,84973.87453874538,1.3284132841328413,0.44
7.0,208.0,229.0,0.4017467248908297,1.0,1.0,1.0,3.7860262008733625,0.0,0.7030567685589519,0.8165938864628821,97393.81659388647,0.7991266375545851,0.51
7.0,303.0,524.0,0.06679389312977099,1.0,1.0,1.0,3.2099236641221376,0.3,1.0,0.6469465648854962,86977.04548346056,0.6622137404580153,0.63
8.0,1.0,26.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,57976.0,1.0,0.0
8.0,2.0,600.0,0.83,1.0,0.9666666666666667,1.0,3.955,0.0,1.0,0.8933333333333333,88424.43944444445,0.6033333333333334,0.36
8.0,3.0,475.0,0.28421052631578947,1.0,1.0,1.0,3.218947368421053,0.06,1.0,0.6273684210526316,69947.5256140351,0.2926315789473684,0.22
8.0,4.0,669.0,0.5276532137518685,1.0,0.9671150971599403,1.0,3.523168908819133,0.0,0.9506726457399103,0.8834080717488789,64980.030642750375,0.47085201793721976,0.31
8.0,7.0,173.0,0.861271676300578,1.0,1.0,1.0,3.8959537572254335,0.0,1.0,0.8497109826589595,100427.96917148362,0.3988439306358382,0.0
8.0,10.0,387.0,0.0,1.0,1.0,1.0,3.0,0.15,1.0,0.9147286821705426,106064.18260120584,0.8682170542635659,0.68
8.0,12.0,383.0,0.25326370757180156,1.0,1.0,1.0,2.7180156657963446,0.06,0.95822454308094,0.8328981723237598,58332.795474325496,0.11488250652741515,0.17
8.0,13.0,893.0,0.5509518477043673,1.0,0.9552071668533034,0.9608062709966405,2.9148936170212765,0.08,0.9552071668533034,0.6595744680851063,71641.8908174692,0.45576707726763716,0.45
8.0,111.0,897.0,0.08695652173913043,1.0,1.0,1.0,3.402452619843924,0.19,1.0,0.8383500557413601,95266.36046079526,0.6622073578595318,0.5
8.0,114.0,634.0,0.5630914826498423,1.0,1.0,1.0,3.1056782334384856,0.0,1.0,0.8107255520504731,62646.683753943216,0.21293375394321767,0.25
8.0,211.0,809.0,0.1557478368355995,1.0,0.9592088998763906,1.0,3.7330037082818293,0.12,1.0,0.8566131025957973,96724.55850844663,0.9443757725587144,0.64
8.0,214.0,752.0,0.0851063829787234,1.0,1.0,1.0,2.875,0.1,0.9787234042553191,0.875,88163.79033687945,0.6675531914893617,0.49
8.0,314.0,873.0,0.38717067583046966,1.0,1.0,1.0,3.323024054982818,0.04,0.9599083619702177,0.8762886597938144,74604.07388316152,0.4570446735395189,0.41
9.0,1.0,228.0,1.0,0.5043859649122807,0.15350877192982457,0.40789473684210525,3.692982456140351,0.1,0.5745614035087719,0.25,44195.2149122807,0.0,0.44
9.0,2.0,478.0,1.0,1.0,0.5146443514644351,0.7343096234309623,3.6046025104602513,0.0,1.0,0.7280334728033473,71314.29846582985,0.06903765690376569,0.13
9.0,3.0,855.0,1.0,1.0,0.8350877192982457,0.8818713450292398,3.7964912280701753,0.03,0.8538011695906432,0.5976608187134503,63496.174269005845,0.49239766081871345,0.12
9.0,5.0,719.0,0.8066759388038943,0.9568845618915159,0.7315716272600834,0.9040333796940194,3.5034770514603615,0.04,0.9207232267037552,0.7357440890125174,65095.938803894285,0.3226703755215577,0.35
9.0,7.0,469.0,1.0,1.0,0.5031982942430704,0.8464818763326226,3.91044776119403,0.0,1.0,0.6823027718550106,69438.7921108742,0.4989339019189765,0.33
9.0,8.0,462.0,1.0,1.0,0.7640692640692641,1.0,4.041125541125541,0.0,1.0,0.6320346320346321,78957.16810966811,0.5930735930735931,0.25
9.0,9.0,292.0,0.0,1.0,1.0,1.0,3.8972602739726026,0.2,1.0,0.7568493150684932,79463.76598173517,0.5684931506849316,0.28
9.0,10.0,111.0,1.0,1.0,0.44144144144144143,1.0,2.5675675675675675,0.13,1.0,0.7477477477477478,52209.0930930931,0.44144144144144143,0.25
9.0,11.0,675.0,1.0,1.0,0.7674074074074074,1.0,3.9496296296296296,0.0,0.9703703703703703,0.9392592592592592,87330.36444444445,1.1985185185185185,0.24
9.0,15.0,170.0,0.4588235294117647,1.0,1.0,1.0,3.8,0.0,1.0,0.8529411764705882,98085.11176470589,0.8352941176470589,0.0
9.0,16.0,594.0,1.0,0.9410774410774411,0.563973063973064,0.9410774410774411,3.6043771043771042,0.09,0.9040404040404041,0.6464646464646465,64322.68013468014,0.6026936026936027,0.34
9.0,18.0,475.0,1.0,1.0,0.49894736842105264,0.9263157894736842,3.4610526315789474,0.12,1.0,0.8252631578947368,61917.60421052632,0.6505263157894737,0.38
9.0,21.0,99.0,1.0,1.0,0.31313131313131315,1.0,3.9696969696969697,0.0,1.0,0.6565656565656566,104439.65656565657,0.6262626262626263,0.0
9.0,22.0,516.0,0.6453488372093024,1.0,0.9476744186046512,0.9476744186046512,3.742248062015504,0.0,0.9476744186046512,0.8217054263565892,91756.6169250646,0.37790697674418605,0.17
9.0,24.0,270.0,1.0,0.7925925925925926,0.5518518518518518,0.9407407407407408,3.151851851851852,0.0,0.8703703703703703,0.6703703703703704,61514.02962962963,0.2222222222222222,0.12
9.0,25.0,623.0,1.0,0.9646869983948636,0.6934189406099518,0.898876404494382,3.1219903691813804,0.0,0.8667736757624398,0.6115569823434992,55291.014713750665,0.30497592295345105,0.38
9.0,26.0,1086.0,0.8121546961325967,0.9355432780847146,0.6215469613259669,0.7587476979742173,2.91804788213628,0.08,0.8775322283609577,0.56353591160221,50090.113259668506,0.2882136279926335,0.44
9.0,27.0,107.0,1.0,1.0,0.7757009345794392,0.7757009345794392,3.2523364485981308,0.0,0.7757009345794392,0.5514018691588785,47846.95327102804,0.22429906542056074,0.0
9.0,28.0,325.0,1.0,0.8953846153846153,0.38153846153846155,0.9076923076923077,3.4307692307692306,0.0,0.9107692307692308,0.8061538461538461,55351.267692307694,0.5169230769230769,0.3
9.0,29.0,252.0,1.0,1.0,0.7976190476190477,1.0,3.138888888888889,0.0,1.0,0.8531746031746031,56788.653439153444,0.42857142857142855,0.11
9.0,30.0,110.0,1.0,1.0,0.7181818181818181,1.0,3.7636363636363637,0.0,1.0,0.8181818181818182,73015.29090909091,0.4727272727272727,0.42
9.0,31.0,611.0,1.0,1.0,0.3518821603927987,0.7692307692307693,3.4828150572831422,0.03,0.7741407528641571,0.5400981996726678,63164.13911620295,0.27823240589198034,0.35
9.0,32.0,641.0,1.0,0.8985959438377535,0.6068642745709828,0.8361934477379095,3.2464898595943836,0.06,0.8361934477379095,0.5444617784711389,63810.750650026,0.26053042121684866,0.17
9.0,33.0,887.0,1.0,1.0,0.7824126268320181,0.8793686583990981,3.447576099210823,0.03,0.9312288613303269,0.7666290868094702,60080.97801578354,0.294250281848929,0.14
9.0,34.0,293.0,1.0,1.0,0.8839590443686007,0.931740614334471,3.4573378839590445,0.0,0.8156996587030717,0.5802047781569966,60472.075085324235,0.931740614334471,0.24
9.0,35.0,248.0,1.0,1.0,0.5645161290322581,0.875,3.8629032258064515,0.0,1.0,0.5645161290322581,53128.654569892475,1.0040322580645162,0.11
9.0,37.0,211.0,1.0,1.0,0.7630331753554502,0.909952606635071,3.4360189573459716,0.16,1.0,0.5260663507109005,43145.44075829384,0.5118483412322274,0.0
9.0,47.0,2416.0,0.9064569536423841,0.8803807947019867,0.49379139072847683,0.8145695364238411,3.2131622516556293,0.05,0.8576158940397351,0.5943708609271523,51233.16790838852,0.21688741721854304,0.27
9.0,117.0,1021.0,0.7737512242899118,0.970617042115573,0.6571988246816847,0.7933398628795298,3.218413320274241,0.07,0.8295788442703232,0.5876591576885406,60176.20731309174,0.48188050930460335,0.36
9.0,217.0,1029.0,0.034013605442176874,1.0,1.0,1.0,3.3984450923226435,0.0,0.93488824101069,0.7696793002915452,53555.950761256885,0.511175898931001,0.35
9.0,255.0,669.0,0.8251121076233184,0.9641255605381166,0.6920777279521674,0.8251121076233184,3.493273542600897,0.05,0.9641255605381166,0.7937219730941704,58475.42202291978,0.36771300448430494,0.23
10.0,4.0,433.0,1.0,1.0,0.648960739030023,1.0,4.180138568129331,0.0,0.9284064665127021,0.7321016166281755,68074.34411085451,0.535796766743649,0.3
10.0,5.0,643.0,0.2939346811819596,1.0,0.9346811819595645,1.0,3.682737169517885,0.0,1.0,0.7807153965785381,88243.93079315708,0.5816485225505443,0.35
10.0,6.0,258.0,1.0,1.0,0.7984496124031008,1.0,3.0968992248062017,0.0,1.0,0.8178294573643411,57420.90310077519,0.0,0.1
10.0,8.0,569.0,0.7504393673110721,1.0,0.718804920913884,0.8242530755711776,3.4200351493848857,0.1,1.0,0.7785588752196837,56489.678383128296,0.5026362038664324,0.15
10.0,9.0,888.0,0.0,1.0,1.0,1.0,3.64527027027027,0.08,0.9684684684684685,0.8603603603603603,97262.97034534534,1.0326576576576576,0.57
10.0,12.0,789.0,0.3244613434727503,1.0,1.0,1.0,3.200253485424588,0.06,1.0,0.7870722433460076,98047.60963244614,1.0874524714828897,0.47
10.0,15.0,569.0,0.351493848857645,1.0,1.0,1.0,3.397188049209139,0.06,1.0,0.9279437609841827,104332.88576449912,1.1107205623901582,0.53
10.0,21.0,836.0,1.0,1.0,0.638755980861244,0.8385167464114832,3.2811004784688995,0.13,0.8983253588516746,0.7368421052631579,67937.8736044657,0.5299043062200957,0.38
10.0,40.0,712.0,0.273876404494382,1.0,1.0,1.0,3.672752808988764,0.19,1.0,0.9606741573033708,117329.24672284642,0.9747191011235955,0.65
10.0,41.0,351.0,0.7834757834757835,1.0,1.0,1.0,3.886039886039886,0.17,1.0,0.9287749287749287,124842.76828110161,1.264957264957265,0.46
10.0,42.0,477.0,0.259958071278826,1.0,1.0,1.0,3.3731656184486374,0.15,1.0,1.0,124345.2278127184,0.8197064989517819,0.61
10.0,43.0,1063.0,0.49388523047977423,1.0,1.0,1.0,3.568203198494826,0.14,0.9830667920978363,0.9153339604891816,137267.92160551896,1.0047036688617121,0.44
10.0,44.0,830.0,0.7192771084337349,1.0,1.0,1.0,3.8987951807228916,0.07,1.0,0.8759036144578313,126555.46305220883,1.191566265060241,0.4
10.0,45.0,996.0,0.19779116465863453,1.0,1.0,1.0,3.7720883534136544,0.15,1.0,0.9246987951807228,125750.26606425703,1.2991967871485943,0.59
10.0,47.0,647.0,0.5548686244204019,1.0,1.0,1.0,4.095826893353942,0.0,0.9659969088098919,0.9721792890262752,139013.13601236476,1.732612055641422,0.3
10.0,51.0,602.0,0.8222591362126246,1.0,0.9767441860465116,1.0,4.735880398671096,0.17,0.9651162790697675,0.9285714285714286,162259.9108527132,1.3488372093023255,0.36
10.0,52.0,455.0,0.9296703296703297,0.9626373626373627,0.9626373626373627,1.0,4.876923076923077,0.13,1.0,0.8483516483516483,197650.8153846154,2.18021978021978,0.44
10.0,53.0,200.0,0.63,1.0,1.0,1.0,3.755,0.2,1.0,0.93,146464.16708333333,1.67,0.66
10.0,54.0,417.0,0.8273381294964028,1.0,0.9424460431654677,1.0,5.045563549160671,0.14,0.8657074340527577,1.0,282376.2162270184,2.211031175059952,0.38
10.0,55.0,364.0,1.0,1.0,1.0,0.9560439560439561,5.354395604395604,0.2,1.0,1.0,158509.58836996337,1.4862637362637363,0.57
10.0,56.0,458.0,0.6375545851528385,0.9475982532751092,0.6790393013100436,1.0,3.2205240174672487,0.23,1.0,0.8668122270742358,105748.44323144105,0.9890829694323144,0.36
10.0,57.0,149.0,1.0,1.0,0.7785234899328859,1.0,3.476510067114094,0.0,1.0,0.4966442953020134,70850.44295302013,1.3020134228187918,0.27
10.0,58.0,752.0,0.848404255319149,1.0,1.0,1.0,4.377659574468085,0.11,0.9707446808510638,0.9268617021276596,159701.74445921986,1.759308510638298,0.39
10.0,59.0,798.0,1.0,1.0,0.9473684210526315,1.0,5.086466165413534,0.14,0.8596491228070176,0.9761904761904762,199432.4417293233,1.669172932330827,0.25
10.0,60.0,677.0,0.9172821270310192,1.0,0.9172821270310192,1.0,4.951255539143279,0.08,0.9704579025110783,0.96602658788774,178851.71122599705,1.7267355982274741,0.2
10.0,61.0,531.0,0.8851224105461394,1.0,0.9623352165725048,1.0,4.894538606403013,0.03,0.9585687382297552,0.9416195856873822,186171.01820464534,1.0056497175141244,0.17
10.0,62.0,321.0,1.0,1.0,0.9439252336448598,1.0,5.5233644859813085,0.24,0.9345794392523364,0.9221183800623053,257155.80062305296,2.2398753894080996,0.46
10.0,63.0,63.0,0.7777777777777778,1.0,1.0,1.0,5.9523809523809526,0.0,0.746031746031746,0.5555555555555556,312979.07936507935,2.7301587301587302,0.3
10.0,64.0,720.0,0.7833333333333333,1.0,0.9763888888888889,1.0,5.601388888888889,0.25,0.8986111111111111,1.0,343586.4201388889,2.3,0.45
10.0,65.0,663.0,0.8778280542986425,1.0,1.0,1.0,5.322775263951734,0.1,0.9728506787330317,0.9668174962292609,241856.81586224237,1.6380090497737556,0.4
10.0,66.0,311.0,0.864951768488746,1.0,0.932475884244373,1.0,4.890675241157556,0.15,1.0,1.0,183677.48338692388,1.382636655948553,0.22
10.0,72.0,37.0,0.0,1.0,1.0,1.0,4.0,0.62,1.0,1.0,206114.73873873873,0.0,1.0
10.0,73.0,19.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,63804.0,0.0,0.0
10.0,74.0,265.0,0.4641509433962264,1.0,1.0,1.0,5.30188679245283,0.36,0.9207547169811321,1.0,289977.5647798742,2.4037735849056605,0.43
10.0,75.0,87.0,1.0,1.0,1.0,1.0,8.241379310344827,0.0,1.0,1.0,422815.7011494253,2.1379310344827585,0.53
10.0,76.0,959.0,0.886339937434828,1.0,0.835245046923879,0.9426485922836287,5.564129301355579,0.02,0.8373305526590198,0.8842544316996872,289292.98039624613,2.2940563086548487,0.26
10.0,77.0,320.0,0.515625,0.93125,1.0,1.0,4.253125,0.13,1.0,0.95,118725.89166666668,2.128125,0.54
10.0,78.0,14.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,75124.66666666667,0.0,0.0
10.0,101.0,610.0,0.11475409836065574,1.0,1.0,1.0,3.0327868852459017,0.1,1.0,0.8786885245901639,72548.04644808742,0.7524590163934426,0.49
10.0,102.0,777.0,0.9111969111969112,1.0,0.8391248391248392,1.0,3.4671814671814674,0.03,0.9794079794079794,0.8622908622908623,80998.73337623337,0.39768339768339767,0.22
10.0,103.0,602.0,0.8255813953488372,1.0,0.7674418604651163,1.0,3.5930232558139537,0.0,1.0,0.9568106312292359,98717.30332225913,0.5647840531561462,0.29
10.0,110.0,809.0,0.715698393077874,1.0,0.969097651421508,1.0,3.388133498145859,0.07,1.0,0.8059332509270705,98504.54429336629,1.3300370828182941,0.52
10.0,111.0,255.0,1.0,1.0,0.6235294117647059,1.0,3.7529411764705882,0.13,1.0,0.8549019607843137,83615.52156862745,0.5254901960784314,0.2
10.0,114.0,378.0,0.7671957671957672,1.0,0.91005291005291,1.0,2.664021164021164,0.08,1.0,0.8465608465608465,80561.94444444444,0.5317460317460317,0.31
10.0,116.0,255.0,0.8745098039215686,1.0,0.8941176470588236,1.0,2.843137254901961,0.0,0.8941176470588236,0.8941176470588236,60168.180392156864,0.596078431372549,0.39
10.0,117.0,404.0,0.36633663366336633,1.0,1.0,1.0,3.7202970297029703,0.0,0.9381188118811881,0.8712871287128713,68379.94306930693,0.5915841584158416,0.34
10.0,119.0,580.0,0.0,1.0,1.0,1.0,3.4827586206896552,0.12,1.0,0.8689655172413793,101128.38275862069,0.9810344827586207,0.52
10.0,120.0,646.0,1.0,1.0,0.891640866873065,0.7662538699690402,3.171826625386997,0.19,0.7058823529411765,0.5835913312693498,54873.20975232198,0.3111455108359133,0.21
10.0,122.0,479.0,0.9311064718162839,0.8663883089770354,0.7139874739039666,0.8810020876826722,3.1586638830897704,0.04,0.6847599164926931,0.8100208768267223,54057.458246346556,0.09603340292275574,0.4
10.0,123.0,365.0,0.5808219178082191,1.0,0.9068493150684932,1.0,3.356164383561644,0.13,1.0,0.9397260273972603,100106.4894977169,0.3863013698630137,0.22
10.0,124.0,843.0,0.608540925266904,1.0,0.8991696322657177,0.9679715302491103,3.3143534994068804,0.03,1.0,0.9679715302491103,95151.12653222618,1.0083036773428233,0.46
10.0,125.0,1228.0,1.0,1.0,0.8672638436482085,1.0,3.8346905537459284,0.05,1.0,0.8957654723127035,101254.27442996742,0.9356677524429967,0.33
10.0,126.0,524.0,0.5629770992366412,1.0,0.9274809160305344,1.0,3.885496183206107,0.12,0.9580152671755725,0.8129770992366412,102857.97900763359,1.150763358778626,0.63
10.0,127.0,436.0,0.9334862385321101,1.0,0.6376146788990825,0.841743119266055,4.08256880733945,0.05,0.9518348623853211,0.6811926605504587,71081.73241590215,0.694954128440367,0.21
10.0,128.0,649.0,0.765793528505393,1.0,0.32973805855161786,0.8258859784283513,3.416024653312789,0.0,0.8782742681047766,0.7503852080123267,56141.24345146379,0.3543913713405239,0.27
10.0,129.0,399.0,0.6766917293233082,0.9172932330827067,0.9172932330827067,1.0,3.636591478696742,0.0,1.0,0.9448621553884712,87966.92690058479,0.7268170426065163,0.26
10.0,130.0,849.0,0.8586572438162544,1.0,0.9540636042402827,0.9599528857479388,3.542991755005889,0.03,1.0,0.8032979976442874,100221.6961130742,1.0412249705535925,0.53
10.0,131.0,461.0,0.544468546637744,1.0,1.0,1.0,3.0065075921908893,0.18,1.0,0.8308026030368764,69784.47143890093,0.6746203904555315,0.32
10.0,132.0,556.0,0.4910071942446043,0.9388489208633094,0.9388489208633094,1.0,3.118705035971223,0.08,1.0,0.7212230215827338,81075.36480815348,0.5953237410071942,0.37
10.0,133.0,512.0,0.904296875,1.0,0.939453125,1.0,4.033203125,0.18,1.0,0.9140625,128313.54052734374,1.92578125,0.63
10.0,134.0,686.0,0.8236151603498543,1.0,1.0,1.0,3.9067055393586005,0.15,0.9591836734693877,0.858600583090379,121820.27526724977,1.1020408163265305,0.46
10.0,135.0,344.0,0.9447674418604651,1.0,1.0,1.0,3.5406976744186047,0.0,1.0,0.8430232558139535,115191.44089147286,1.1424418604651163,0.29
10.0,136.0,510.0,0.7529411764705882,1.0,0.9686274509803922,1.0,3.8607843137254902,0.0,1.0,0.8627450980392157,89416.29934640523,1.2411764705882353,0.36
